X,Y,id,@id,addr:city,addr:district,addr:full,addr:housenumber,addr:postcode,addr:state,addr:street,addr:subdistrict,amenity,check_date,contact:phone,description,education,emergency,grades,healthcare,healthcare:speciality,name,operator,operator:type,phone,religion,shop,source,website,wheelchair,wikidata
81.6401796,21.2317387,node/7148125255,node/7148125255,,Raipur,"Janta Colony, Raipur,",,"492001",Chhattisgarh,,,hospital,,,District Hospital,,,,,,District Hospital Raipur,,,,,,OpenGovernmentData,,,
81.8588705,20.9675515,node/7148125257,node/7148125257,,Raipur,"Gobra, NEAR THE NAGAR PALIKA",,"493881",Chhattisgarh,,Abhanpur,hospital,,"7817222120",,,,,,,Goverment hospital Gobra Nawapara,,,,,,OpenGovernmentData,,,
81.605817,21.244933,node/7148125258,node/7148125258,,Raipur,"Great Eastern Road, Near NIt College, opposite to Central Library, Raipur",,"492001",Chhattisgarh,,Raipur,hospital,,,,,,,,,Shri Khudadad Dungaji Government Ayurved College Hospital,,,,,,OpenGovernmentData,,,
81.6598785,21.2300217,node/7148125308,node/7148125308,,Raipur,"Kashiram Nagar, Sai Vihar Colony, Raipur",,"492001",Chhattisgarh,,Raipur,hospital,,,,,,,,,Government Hospital,,,,,,OpenGovernmentData,,,
81.703673,21.244877,node/7148125312,node/7148125312,,Raipur,Behind of labhandi School,,"492012",Chhattisgarh,,Raipur,hospital,,07747-249315,,,,,,,Labhandhi Government Hospital,,,,,,OpenGovernmentData,,,
86.9315546,22.8090418,node/7199742882,node/7199742882,,Bankura,Nutangarh,,"722134",West Bengal,,Raipur,hospital,,,,,,,,,Raipur Rural Hospital,,,,,,OpenGovernmentData,,,Q61452987
81.6397097,21.2261487,node/7288964595,node/7288964595,,Raipur,"Raipur Road, RDA Colony, Tikrapara",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shri Balaji Hospital,,,,,,OpenGovernmentData,,,
81.6531985,21.2250565,node/7288964599,node/7288964599,,Raipur,"Near MLA Guest House, Tagore Nagar, Raipur, Chhattisgarh",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Jeevan Anmol Hospital,,,,,,OpenGovernmentData,,,
81.6698864,21.2401655,node/7288964602,node/7288964602,,Raipur,"Shiv Mandir Chowk, Avanti Vihar Road, near Radha Krishna Mandir, Shankar Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Madhumeet Hospital,,,,,,OpenGovernmentData,,,
81.660207,21.223641,node/7288964603,node/7288964603,,Raipur,"Main Road, Sector 2, Priyadarshini Nagar Colony, New Rajendra Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shri Krishna Hospital,,,,,,OpenGovernmentData,,,
81.6035435,21.2321504,node/7288964610,node/7288964610,,Raipur,"Mahadev Ghat Road, Maitri Nagar, Sunder Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Raipura Hospital,,,,,,OpenGovernmentData,,,
81.6540067,21.231624,node/7288964613,node/7288964613,,Raipur,"Katora Talab Main Road, Janta Colony, Raipur, Chhattisgarh",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Awasthi Hospital,,,,,,OpenGovernmentData,,,
81.5986728,21.2292542,node/7288964616,node/7288964616,,Raipur,"Vikas Vihar Colony, Changurabhata, Raipur, Chhattisgarh",,"492013",Chhattisgarh,,,hospital,,,,,,,,,Om Superspeciality Hospital,,,,,,OpenGovernmentData,,,
81.62784,21.23854,node/7288964641,node/7288964641,,Raipur,"Shop Number 7, Kankali hospital Parisar, Tatyapara, Kankalipara Chowk",,"492001",Chhattisgarh,,,hospital,,,,,,,hospital,,Kankali Hospital Parisar,,,,,,OpenGovernmentData,,,
81.649675,21.22115,node/7288964642,node/7288964642,,Raipur,"Telibandha Ring Road, Near Panchmukhi Hanuman Temple, Pachpedi Naka, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Anjali Children Hospital,,,,,,OpenGovernmentData,,,
81.668942,21.235399,node/7288964644,node/7288964644,,Raipur,"Ring Road, Besides Airtel Office, Mahaveer Nagar Road, Shatabdi Nagar, Telibandha, Raipur",,"492006",Chhattisgarh,,,hospital,,,,,,,,,We Care Super Specialty Hospital,,,,,,OpenGovernmentData,,,
81.6449518,21.2307216,node/7288964648,node/7288964648,,Raipur,"Janta Colony,Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,District Police Hospital,,,,,,OpenGovernmentData,,,
81.6504829,21.2437894,node/7288964653,node/7288964653,,Raipur,"Indravati Colony, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr Manoj Agrwal,,,,,,OpenGovernmentData,,,
81.6696319,21.2408235,node/7288964658,node/7288964658,,Raipur,"Shankar Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Avanti Hospital,,,,,,OpenGovernmentData,,,
81.604322,21.233519,node/7288964664,node/7288964664,,Raipur,"Daganiya, Amanaka, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Anand Shree Hospital,,,,,,OpenGovernmentData,,,
81.605519,21.2328853,node/7288964666,node/7288964666,,Raipur,"Mahadev Ghat Road, Maitri Nagar, Sunder Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Life Line Hospital,,,,,,OpenGovernmentData,,,
81.600057,21.22998,node/7288964673,node/7288964673,,Raipur,"csidc, Mahadev Ghat Road, Raipura Chowk Road, near Raipur",,"492013",Chhattisgarh,,,hospital,,,,,,,,,Shri Jagannath Multispeciality Hospital,,,,,,OpenGovernmentData,,,
81.6038105,21.239345,node/7288964676,node/7288964676,,Raipur,"Rohinipuram, Behind Ralas Enclave, Daganiya, Raipur",,"492010",Chhattisgarh,,,hospital,,,,,,,,,Gayatri Hospital,,,,,,OpenGovernmentData,,,
81.63491,21.235824,node/7288964679,node/7288964679,,Raipur,"Budhapara, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Vijaya durga hospital,,,,,,OpenGovernmentData,,,
81.6483451,21.2190325,node/7288964681,node/7288964681,,Raipur,"Pachpedi Naka Road, Laxmi Nagar, Postal Colony, Pachpedi Naka, Raipur, Chhattisgarh",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Rajdhani Super Speciality Hospital,,,,,,OpenGovernmentData,,,
81.6517301,21.2350371,node/7288964683,node/7288964683,,Raipur,"Raipur, Katora Talab, Civil Lines, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr Nigam Hospital,,,,,,OpenGovernmentData,,,
81.610285,21.23422,node/7288964686,node/7288964686,,Raipur,"Sunder Nagar, Raipur",,"492013",Chhattisgarh,,,hospital,,,,,,,,,Shubham Hospital,,,,,,OpenGovernmentData,,,
81.628347,21.2496368,node/7291844243,node/7291844243,,Raipur,"Moudhapara Link Road, near Gurunanak Chowk, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Virdi Hospital,,,,,,OpenGovernmentData,,,
81.6412379,21.2449632,node/7291844245,node/7291844245,,Raipur,"Ghadi chowk, Chhattisgarh",,"492002",Chhattisgarh,,,hospital,,,,,,,,,DKS Super Speciality Hospital,,,,,,OpenGovernmentData,,,
81.631597,21.246905,node/7291844258,node/7291844258,,Raipur,"ramnani gali, Jawahar Nagar, Raipur",,"492009",Chhattisgarh,,,hospital,,,,,,,,,Mamta Hospital,,,,,,OpenGovernmentData,,,
81.6301308,21.2451108,node/7291844264,node/7291844264,,Raipur,"Badaipara, Jawahar Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Om Hospital , Burn Plastic & Cosmetic Surgery Center",,,,,,OpenGovernmentData,,,
81.6625026,21.25007,node/7291844275,node/7291844275,,Raipur,"Kachna Pahuch Marg, Geetanjali Colony, Shankar Nagar, Raipur",,"492007",Chhattisgarh,,,hospital,,,,,,,,,Shri Mahaveer Hospital,,,,,,OpenGovernmentData,,,
81.6485864,21.2468938,node/7291844281,node/7291844281,,Raipur,"Govind Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Lotus Hospital & Advance Urology Center,,,,,,OpenGovernmentData,,,
81.6546202,21.2463682,node/7291844299,node/7291844299,,Raipur,"Fafadih, shantinagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Chand Rani Sardari Lal Speciality EYE And ENT Hospital,,,,,,OpenGovernmentData,,,
81.6245086,21.245081,node/7291844302,node/7291844302,,Raipur,"Bhimsen bhawan marg, Samta Colony, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Petals Newborn And Children Hospital,,,,,,OpenGovernmentData,,,
81.630207,21.244077,node/7291844307,node/7291844307,,Raipur,"Badhai Para Road, Ramya Para, Jorapara, Jawahar Nagar, Raipur",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shashwat Hospital,,,,,,OpenGovernmentData,,,
81.667901,21.249743,node/7291844314,node/7291844314,,Raipur,"Gayatri Nagar, Geetanjali Colony, Shankar Nagar, Raipur",,"492007",Chhattisgarh,,,hospital,,,,,,,,,Sagar Multi Speciality Hospital,,,,,,OpenGovernmentData,,,
81.5723744,21.2467743,node/7291844320,node/7291844320,,Raipur,"Salasara Green, Ring Road Number 1, Sarona",,"492010",Chhattisgarh,,,hospital,,,,,,,,,Sankalp Hospital,,,,,,OpenGovernmentData,,,
81.6748896,21.2783652,node/7736593775,node/7736593775,raipur,,,,"492001",,"Street no 3, Dwarika Vihar",,school,,,,,,,,,Shri Venkatesh School,,private,,,,,,no,
81.6689222,21.2785988,node/7736595897,node/7736595897,,,,,,,,,school,,,,,,,,,Om shanti Niketan Higher Middle School,,,,,,,,,
81.6624217,21.2661315,node/7736595907,node/7736595907,,,,,,,,,school,,,,,,,,,Government Higher Secondary School,,,,,convenience,,,,
81.6049235,21.2574871,node/8322190354,node/8322190354,Raipur,,,"Near Suyash Hospital, Kota","492010",,Gudhiyari Road,,school,2026/01/17,,,,,1-12,,,Daffodils English School,Aatir Asad,private,,,,,,,
81.6057439,21.2829638,node/8499120298,node/8499120298,,,,,,,,,school,,,,,,,,,,,,,,,,,,
81.653817,21.2587609,node/10181792021,node/10181792021,,,,,,,,,school,,,,,,,,,,,,,,,,,,
81.5978925,21.2371135,node/10939721749,node/10939721749,RAIPUR,,,,"492010",,DD NAGAR,,hospital,,,,,,,hospital,dentist,A.S.M DENTAL CLINIC,ABHISHEK SINHA,,,,,,,,
81.5954368,21.2345837,node/10939807399,node/10939807399,Raipur,,,,"492010",,DDU Nagar Sector 1,,hospital,,,,,,,hospital,dentists,Shreevedam Dental and Aryuvedic Clinic,,,,,,,,,
81.7170313,21.2878259,node/12276858430,node/12276858430,Raipur,Raipur,,,"49311",,"Vidhan Sabha Road, Amaseoni",,school,,,,,,,,,"Campion School, Raipur",Jesuits,religious,,christian,,,https://campionraipur.com/,,
81.6466481,21.2212188,node/12313212501,node/12313212501,,,,,,,"6JCW+MP9 Excel Tower, Pachpedi Naka Rd, Postal Colony, Pachpedi Naka, Raipur, Mathpurena, Chhattisga",,school,,,,,,,,,Excel Educational Institute,,,,,,,https://exceledu.co.in,,
81.6453632,21.2234141,node/12313217701,node/12313217701,,,,,,,"Pujari Complex, Block A-2, opp. GST Bhawan, beside Pujari Park Road, Pachpedi Naka, Raipur",,school,,,,,,,,,Allen Carrier Institute Raipur,,,,,,,https://www.allen.ac.in/,,
81.6186763,21.2648527,node/13461018389,node/13461018389,,,,,,,,,school,,,,school,,,,,Tilak Bharti Higher Secondary School,,,,,,,,,
81.6171673,21.2636222,node/13461751586,node/13461751586,,,,,,,,,school,,,,school,,,,,Rajdeep Public School,,,,,,,,,
